日時,スタッフコード,姓 名,所属グループ名,スタッフ種別,総労働時間,プロジェクトコード,プロジェクト名,工数
2023/7/4,4,尾藤 尾藤,部署1,社員,10:26,CCC-HPE-1-0,H事業,10:26
2023/7/4,7,聖来 聖来,部署1,社員,8:07,AAA-BOJ-1-0,AAA-常駐業務,8:07
2023/7/4,18,岩手 岩手,部署1,社員,9:30,AAA-HPY-1-0,G常駐業務,9:30
2023/7/4,36,三機 三機,部署1,社員,8:00,CCC-HPE-1-0,H事業,4:00
2023/7/4,36,三機 三機,部署1,社員,8:00,CCC-HPE-1-0,H事業,3:00
2023/7/4,36,三機 三機,部署1,社員,8:00,CCC-HPE-1-0,H事業,1:00
2023/7/4,30,壮太 壮太,部署1,社員,7:30,AAA-KSK-1-0,K業務,7:30
2023/7/4,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2023/7/4,3,横 横,部署1,社員,8:15,AAA-EXE-1-0,K事業,3:00
2023/7/4,3,横 横,部署1,社員,8:15,DDD-2-0,Y業務,0:30
2023/7/4,3,横 横,部署1,社員,8:15,AAA-EXE-1-0,K事業,4:45
2023/7/4,27,蓮介 蓮介,部署1,社員,11:00,AAA-EXE-1-0,K事業,2:30
2023/7/4,27,蓮介 蓮介,部署1,社員,11:00,AAA-EXE-1-0,K事業,5:00
2023/7/4,27,蓮介 蓮介,部署1,社員,11:00,AAA-EXE-1-0,K事業,3:30
2023/7/4,55,夏 夏,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,8:00
2023/7/4,57,田中 田中,部署6,パートナー,10:30,CCC-HEX-5-1,H事業,0:30
2023/7/4,57,田中 田中,部署6,パートナー,10:30,CCC-HEX-5-1,H事業,1:00
2023/7/4,57,田中 田中,部署6,パートナー,10:30,CCC-HEX-5-1,H事業,0:30
2023/7/4,57,田中 田中,部署6,パートナー,10:30,CCC-HEX-5-1,H事業,0:30
2023/7/4,57,田中 田中,部署6,パートナー,10:30,CCC-HEX-5-1,H事業,6:00
2023/7/4,57,田中 田中,部署6,パートナー,10:30,CCC-HEX-5-1,H事業,2:00
2023/7/4,56,四国 四国,部署6,パートナー,8:00,CCC-FXL-2-0,G常駐業務,0:30
2023/7/4,56,四国 四国,部署6,パートナー,8:00,CCC-FXL-2-0,G常駐業務,7:30
2023/7/4,48,冬 冬,部署1,社員,8:00,AAA-MIX-1-0,L作業,8:00
2023/7/4,50,大分 大分,部署2,社員,8:20,AAA-JOPS-1-0,Y業務,8:20
2023/7/4,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2023/7/4,51,大阪 大阪,部署2,社員,0:00,未入力,未入力,0:00
2023/7/4,52,丘 丘,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2023/7/4,53,治 治,部署2,社員,7:30,AAA-EXE-1-0,K事業,7:30
2023/7/4,54,福井 福井,部署1,社員,0:00,未入力,未入力,0:00
2023/7/4,58,空 空,部署1,社員,8:00,AAA-MIX-1-0,L作業,8:00
2023/7/4,68,講師 講師,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/7/4,59,九州 九州,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/7/4,61,新潟 新潟,部署2,社員,8:02,DDD-1-0,L作業,8:02
2023/7/4,33,河川 河川,部署1,社員,7:46,AAA-EXE-1-0,K事業,2:00
2023/7/4,33,河川 河川,部署1,社員,7:46,AAA-EXE-1-0,K事業,4:30
2023/7/4,33,河川 河川,部署1,社員,7:46,AAA-EXE-1-0,K事業,1:15
2023/7/4,87,連多 連多,部署1,社員,0:00,未入力,未入力,0:00
2023/7/4,16,福岡 福岡,部署2,契約,0:00,未入力,未入力,0:00
2023/7/4,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2023/7/4,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2023/7/4,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2023/7/4,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2023/7/4,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2023/7/4,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2023/7/4,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2023/7/5,29,星 星,部署9,社員,12:00,DDD-1-0,L作業,1:00
2023/7/5,29,星 星,部署9,社員,12:00,CCC-HEX-7-1,H事業,5:00
2023/7/5,29,星 星,部署9,社員,12:00,CCC-ASN-5-0,L作業,0:30
2023/7/5,29,星 星,部署9,社員,12:00,CCC-ARM-1-0,K事業,0:30
2023/7/5,29,星 星,部署9,社員,12:00,DDD-1-0,L作業,1:00
2023/7/5,29,星 星,部署9,社員,12:00,DDD-1-0,L作業,1:00
2023/7/5,29,星 星,部署9,社員,12:00,DDD-6-0,Y業務,3:00
2023/7/5,26,北海道 北海道,部署3,社員,8:00,未入力,未入力,0:00
2023/7/5,21,山形 山形,部署8,社員,0:00,未入力,未入力,0:00
2023/7/5,13,沖縄 沖縄,部署8,社員,9:15,BBB-106,Y業務,5:15
2023/7/5,13,沖縄 沖縄,部署8,社員,9:15,BBB-104,Y業務,4:00
2023/7/5,37,京都 京都,部署8,社員,4:02,BBB-104,Y業務,0:30
2023/7/5,37,京都 京都,部署8,社員,4:02,BBB-105,Y業務,2:30
2023/7/5,37,京都 京都,部署8,社員,4:02,BBB-103,Y業務,1:00
2023/7/5,31,愛媛 愛媛,部署2,社員,8:00,DDD-1-0,L作業,3:00
2023/7/5,31,愛媛 愛媛,部署2,社員,8:00,DDD-1-0,L作業,1:00
2023/7/5,31,愛媛 愛媛,部署2,社員,8:00,DDD-2-0,Y業務,4:00
2023/7/5,10,真方 真方,部署3,社員,8:10,未入力,未入力,0:00
2023/7/5,25,点か 点か,部署1,社員,10:30,CCC-HPE-1-0,H事業,6:00
2023/7/5,25,点か 点か,部署1,社員,10:30,DDD-1-0,L作業,0:30
2023/7/5,25,点か 点か,部署1,社員,10:30,DDD-2-0,Y業務,1:00
2023/7/5,25,点か 点か,部署1,社員,10:30,AAA-SRA-1-0,S常駐業務,3:00
2023/7/5,6,川 川,部署1,社員,0:00,未入力,未入力,0:00
2023/7/5,12,湘南 湘南,部署2,社員,10:45,AAA-IC-1-0,J業務,0:30
2023/7/5,12,湘南 湘南,部署2,社員,10:45,AAA-IC-1-0,J業務,3:15
2023/7/5,12,湘南 湘南,部署2,社員,10:45,AAA-IC-1-0,J業務,6:30
2023/7/5,12,湘南 湘南,部署2,社員,10:45,DDD-2-0,Y業務,0:30
2023/7/5,46,広島 広島,部署2,社員,7:45,AAA-IC-4-0,J業務,7:45
2023/7/5,42,神戸 神戸,部署2,社員,8:30,CCC-ALJ-4-0,AB開発,1:00
2023/7/5,42,神戸 神戸,部署2,社員,8:30,CCC-ALJ-4-0,AB開発,6:30
2023/7/5,42,神戸 神戸,部署2,社員,8:30,CCC-ALJ-4-0,AB開発,0:30
2023/7/5,42,神戸 神戸,部署2,社員,8:30,DDD-1-0,L作業,0:30
2023/7/5,40,今 今,部署2,社員,9:00,CCC-SNC-11-2,S常駐業務,0:30
2023/7/5,40,今 今,部署2,社員,9:00,DDD-1-0,L作業,1:00
2023/7/5,40,今 今,部署2,社員,9:00,DDD-1-0,L作業,4:30
2023/7/5,40,今 今,部署2,社員,9:00,CCC-YC-1-0,L作業,0:30
2023/7/5,40,今 今,部署2,社員,9:00,DDD-1-0,L作業,0:45
2023/7/5,40,今 今,部署2,社員,9:00,CCC-SNC-11-2,S常駐業務,1:00
2023/7/5,40,今 今,部署2,社員,9:00,DDD-1-0,L作業,0:45
2023/7/5,45,動物 動物,部署2,社員,8:45,CCC-SNC-11-2,S常駐業務,8:00
2023/7/5,45,動物 動物,部署2,社員,8:45,DDD-1-0,L作業,0:45
2023/7/5,43,照子 照子,部署1,社員,8:30,AAA-DIDDD-1-0,DDD常駐業務,2:00
2023/7/5,43,照子 照子,部署1,社員,8:30,AAA-DIDDD-1-0,DDD常駐業務,6:30
2023/7/5,41,府 府,部署2,社員,8:00,AAA-ILL-1-0,K事業,2:30
2023/7/5,41,府 府,部署2,社員,8:00,AAA-ILL-1-0,K事業,5:15
2023/7/5,41,府 府,部署2,社員,8:00,AAA-ILL-1-0,K事業,0:15
2023/7/5,32,昔 昔,部署2,社員,8:40,AAA-IC-1-0,J業務,7:40
2023/7/5,32,昔 昔,部署2,社員,8:40,AAA-IC-1-0,J業務,1:00
2023/7/5,47,浜辺 浜辺,部署1,社員,10:17,AAA-DDDEC-2-0,K事業,1:00
2023/7/5,47,浜辺 浜辺,部署1,社員,10:17,AAA-DDDEC-2-0,K事業,9:17
2023/7/5,44,王都 王都,部署2,社員,8:00,CCC-ASN-5-0,L作業,8:00
2023/7/5,46,奈良 なら,部署1,社員,0:00,未入力,未入力,0:00
2023/7/5,19,山田 山田,部署3,社員,8:51,未入力,未入力,0:00
2023/7/5,20,円筒 円筒,部署2,社員,4:00,CCC-UND-1-0,K事業,4:00
2023/7/5,23,生徒 生徒,部署2,社員,7:45,AAA-IC-4-0,J業務,7:45
2023/7/5,22,自然 自然,部署1,社員,0:00,未入力,未入力,0:00
2023/7/5,39,途方 途方,部署2,社員,7:30,AAA-IC-3-0,J業務,6:30
2023/7/5,39,途方 途方,部署2,社員,7:30,AAA-IC-3-0,J業務,1:00
2023/7/5,35,青森 青森,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/7/5,28,扇子 扇子,部署2,社員,9:30,CCC-SNC-11-1,S常駐業務,3:30
2023/7/5,28,扇子 扇子,部署2,社員,9:30,CCC-SNC-11-2,S常駐業務,2:30
2023/7/5,28,扇子 扇子,部署2,社員,9:30,CCC-SNC-11-2,S常駐業務,3:30
2023/7/5,1,伊藤 伊藤,部署2,社員,7:30,AAA-ILL-1-0,K事業,7:15
2023/7/5,1,伊藤 伊藤,部署2,社員,7:30,AAA-ILL-1-0,K事業,0:15
2023/7/5,5,群馬 群馬,部署4,社員,0:00,未入力,未入力,0:00
2023/7/5,24,首都 首都,部署2,社員,8:15,AAA-IC-1-0,J業務,0:30
2023/7/5,24,首都 首都,部署2,社員,8:15,AAA-IC-1-0,J業務,6:45
2023/7/5,24,首都 首都,部署2,社員,8:15,AAA-IC-1-0,J業務,1:00
2023/7/5,14,壮図 壮図,部署2,契約,8:00,DDD-2-0,Y業務,1:00
2023/7/5,14,壮図 壮図,部署2,契約,8:00,DDD-1-0,L作業,1:00
2023/7/5,14,壮図 壮図,部署2,契約,8:00,CCC-CRE-1-0,CCC開発,1:30
2023/7/5,14,壮図 壮図,部署2,契約,8:00,CCC-CRE-1-0,CCC開発,0:30
2023/7/5,14,壮図 壮図,部署2,契約,8:00,DDD-1-0,L作業,4:00
2023/7/5,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-11-2,S常駐業務,8:00
2023/7/5,49,海 海,部署2,社員,9:00,DDD-1-0,L作業,1:00
2023/7/5,49,海 海,部署2,社員,9:00,DDD-1-0,L作業,1:00
2023/7/5,49,海 海,部署2,社員,9:00,CCC-ALJ-4-0,AB開発,7:00
2023/7/5,38,秋 秋,部署2,社員,0:00,未入力,未入力,0:00
2023/7/5,17,延期 延期,部署1,社員,8:11,AAA-EXE-1-0,K事業,1:00
2023/7/5,17,延期 延期,部署1,社員,8:11,AAA-EXE-1-0,K事業,6:00
2023/7/5,17,延期 延期,部署1,社員,8:11,AAA-EXE-1-0,K事業,1:11
2023/7/5,4,尾藤 尾藤,部署1,社員,9:26,CCC-HPE-1-0,H事業,9:26
2023/7/5,7,聖来 聖来,部署1,社員,8:01,AAA-BOJ-1-0,AAA-常駐業務,8:01
2023/7/5,18,岩手 岩手,部署1,社員,8:00,AAA-HPY-1-0,G常駐業務,8:00
2023/7/5,36,三機 三機,部署1,社員,8:00,CCC-HPE-1-0,H事業,8:00
2023/7/5,30,壮太 壮太,部署1,社員,7:30,AAA-KSK-1-0,K業務,7:30
2023/7/5,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2023/7/5,3,横 横,部署1,社員,10:13,AAA-EXE-1-0,K事業,2:00
2023/7/5,3,横 横,部署1,社員,10:13,AAA-EXE-1-0,K事業,2:13
2023/7/5,3,横 横,部署1,社員,10:13,DDD-2-0,Y業務,0:30
2023/7/5,3,横 横,部署1,社員,10:13,AAA-EXE-1-0,K事業,5:30
2023/7/5,27,蓮介 蓮介,部署1,社員,9:30,AAA-EXE-1-0,K事業,1:30
2023/7/5,27,蓮介 蓮介,部署1,社員,9:30,AAA-EXE-1-0,K事業,4:00
2023/7/5,27,蓮介 蓮介,部署1,社員,9:30,AAA-EXE-1-0,K事業,4:00
2023/7/5,55,夏 夏,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,8:00
2023/7/5,57,田中 田中,部署6,パートナー,9:45,CCC-HEX-5-1,H事業,8:45
2023/7/5,57,田中 田中,部署6,パートナー,9:45,CCC-HEX-5-1,H事業,1:00
2023/7/5,56,四国 四国,部署6,パートナー,8:00,CCC-FXL-2-0,G常駐業務,1:00
2023/7/5,56,四国 四国,部署6,パートナー,8:00,CCC-FXL-2-0,G常駐業務,7:00
2023/7/5,48,冬 冬,部署1,社員,8:03,AAA-MIX-1-0,L作業,8:03
2023/7/5,50,大分 大分,部署2,社員,8:13,AAA-JOPS-1-0,Y業務,8:13
2023/7/5,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2023/7/5,51,大阪 大阪,部署2,社員,0:00,未入力,未入力,0:00
2023/7/5,52,丘 丘,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2023/7/5,53,治 治,部署2,社員,7:30,AAA-EXE-1-0,K事業,7:30
2023/7/5,54,福井 福井,部署1,社員,8:03,DDD-1-0,L作業,2:00
2023/7/5,54,福井 福井,部署1,社員,8:03,DDD-1-0,L作業,3:03
2023/7/5,54,福井 福井,部署1,社員,8:03,CCC-HPE-1-0,H事業,3:00
2023/7/5,58,空 空,部署1,社員,8:00,AAA-MIX-1-0,L作業,8:00
2023/7/5,68,講師 講師,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/7/5,59,九州 九州,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/7/5,61,新潟 新潟,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/7/5,33,河川 河川,部署1,社員,7:52,AAA-EXE-1-0,K事業,2:30
2023/7/5,33,河川 河川,部署1,社員,7:52,AAA-EXE-1-0,K事業,4:00
2023/7/5,33,河川 河川,部署1,社員,7:52,AAA-EXE-1-0,K事業,1:15
2023/7/5,87,連多 連多,部署1,社員,0:00,未入力,未入力,0:00
2023/7/5,16,福岡 福岡,部署2,契約,0:00,未入力,未入力,0:00
2023/7/5,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2023/7/5,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2023/7/5,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2023/7/5,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2023/7/5,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2023/7/5,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2023/7/5,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2023/7/6,29,星 星,部署9,社員,0:00,未入力,未入力,0:00
2023/7/6,26,北海道 北海道,部署3,社員,8:00,未入力,未入力,0:00
2023/7/6,21,山形 山形,部署8,社員,4:02,BBB-104,Y業務,1:00
2023/7/6,21,山形 山形,部署8,社員,4:02,BBB-101,Y業務,1:00
2023/7/6,21,山形 山形,部署8,社員,4:02,BBB-104,Y業務,0:30
2023/7/6,21,山形 山形,部署8,社員,4:02,BBB-107,Y業務,1:32
2023/7/6,13,沖縄 沖縄,部署8,社員,8:02,BBB-104,Y業務,4:00
2023/7/6,13,沖縄 沖縄,部署8,社員,8:02,BBB-106,Y業務,2:00
2023/7/6,13,沖縄 沖縄,部署8,社員,8:02,BBB-104,Y業務,0:30
2023/7/6,13,沖縄 沖縄,部署8,社員,8:02,BBB-104,Y業務,1:30
2023/7/6,37,京都 京都,部署8,社員,8:19,BBB-103,Y業務,2:00
2023/7/6,37,京都 京都,部署8,社員,8:19,BBB-104,Y業務,1:00
2023/7/6,37,京都 京都,部署8,社員,8:19,BBB-105,Y業務,5:00
2023/7/6,31,愛媛 愛媛,部署2,社員,8:00,DDD-2-0,Y業務,6:00
2023/7/6,31,愛媛 愛媛,部署2,社員,8:00,DDD-1-0,L作業,2:00
2023/7/6,10,真方 真方,部署3,社員,10:12,未入力,未入力,0:00
2023/7/6,25,点か 点か,部署1,社員,12:30,CCC-HPE-1-0,H事業,7:30
2023/7/6,25,点か 点か,部署1,社員,12:30,DDD-1-0,L作業,0:30
2023/7/6,25,点か 点か,部署1,社員,12:30,DDD-2-0,Y業務,1:00
2023/7/6,25,点か 点か,部署1,社員,12:30,AAA-SRA-1-0,S常駐業務,3:30
2023/7/6,6,川 川,部署1,社員,0:00,未入力,未入力,0:00
2023/7/6,12,湘南 湘南,部署2,社員,11:00,DDD-2-0,Y業務,0:20
2023/7/6,12,湘南 湘南,部署2,社員,11:00,AAA-IC-1-0,J業務,0:30
2023/7/6,12,湘南 湘南,部署2,社員,11:00,AAA-IC-1-0,J業務,2:30
2023/7/6,12,湘南 湘南,部署2,社員,11:00,AAA-IC-1-0,J業務,7:40
2023/7/6,46,広島 広島,部署2,社員,7:45,AAA-IC-4-0,J業務,7:45
2023/7/6,42,神戸 神戸,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,1:15
2023/7/6,42,神戸 神戸,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,6:45
2023/7/6,40,今 今,部署2,社員,8:00,CCC-SNC-11-2,S常駐業務,1:30
2023/7/6,40,今 今,部署2,社員,8:00,CCC-SNC-11-2,S常駐業務,2:30
2023/7/6,40,今 今,部署2,社員,8:00,CCC-YC-1-0,L作業,3:00
2023/7/6,40,今 今,部署2,社員,8:00,DDD-1-0,L作業,0:30
2023/7/6,40,今 今,部署2,社員,8:00,DDD-1-0,L作業,0:30
2023/7/6,45,動物 動物,部署2,社員,8:00,CCC-SNC-11-2,S常駐業務,8:00
2023/7/6,43,照子 照子,部署1,社員,8:30,AAA-DIDDD-1-0,DDD常駐業務,2:00
2023/7/6,43,照子 照子,部署1,社員,8:30,AAA-DIDDD-1-0,DDD常駐業務,6:30
2023/7/6,41,府 府,部署2,社員,7:30,AAA-ILL-1-0,K事業,3:00
2023/7/6,41,府 府,部署2,社員,7:30,AAA-ILL-1-0,K事業,4:30
2023/7/6,32,昔 昔,部署2,社員,8:40,AAA-IC-1-0,J業務,7:40
2023/7/6,32,昔 昔,部署2,社員,8:40,AAA-IC-1-0,J業務,1:00
2023/7/6,47,浜辺 浜辺,部署1,社員,10:51,AAA-DDDEC-2-0,K事業,1:00
2023/7/6,47,浜辺 浜辺,部署1,社員,10:51,AAA-DDDEC-2-0,K事業,9:51
2023/7/6,44,王都 王都,部署2,社員,8:00,CCC-ASN-5-0,L作業,8:00
2023/7/6,46,奈良 なら,部署1,社員,0:00,未入力,未入力,0:00
2023/7/6,19,山田 山田,部署3,社員,8:22,未入力,未入力,0:00
2023/7/6,20,円筒 円筒,部署2,社員,0:00,未入力,未入力,0:00
2023/7/6,23,生徒 生徒,部署2,社員,7:45,AAA-IC-4-0,J業務,7:45
2023/7/6,22,自然 自然,部署1,社員,0:00,未入力,未入力,0:00
2023/7/6,39,途方 途方,部署2,社員,7:45,AAA-IC-3-0,J業務,7:45
2023/7/6,35,青森 青森,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/7/6,28,扇子 扇子,部署2,社員,11:00,CCC-SNC-11-1,S常駐業務,3:00
2023/7/6,28,扇子 扇子,部署2,社員,11:00,CCC-SNC-11-1,S常駐業務,1:30
2023/7/6,28,扇子 扇子,部署2,社員,11:00,CCC-SNC-11-2,S常駐業務,2:00
2023/7/6,28,扇子 扇子,部署2,社員,11:00,CCC-SNC-11-2,S常駐業務,3:00
2023/7/6,28,扇子 扇子,部署2,社員,11:00,DDD-1-0,L作業,1:30
2023/7/6,1,伊藤 伊藤,部署2,社員,7:30,AAA-ILL-1-0,K事業,3:30
2023/7/6,1,伊藤 伊藤,部署2,社員,7:30,AAA-ILL-1-0,K事業,4:00
2023/7/6,5,群馬 群馬,部署4,社員,0:00,未入力,未入力,0:00
2023/7/6,24,首都 首都,部署2,社員,0:00,未入力,未入力,0:00
2023/7/6,14,壮図 壮図,部署2,契約,8:00,DDD-1-0,L作業,0:30
2023/7/6,14,壮図 壮図,部署2,契約,8:00,CCC-CRE-1-0,CCC開発,0:30
2023/7/6,14,壮図 壮図,部署2,契約,8:00,DDD-1-0,L作業,7:00
2023/7/6,15,千葉 千葉,部署2,契約,8:00,CCC-SNC-11-2,S常駐業務,8:00
2023/7/6,49,海 海,部署2,社員,8:00,CCC-ALJ-4-0,AB開発,8:00
2023/7/6,38,秋 秋,部署2,社員,0:00,未入力,未入力,0:00
2023/7/6,17,延期 延期,部署1,社員,7:30,AAA-EXE-1-0,K事業,1:00
2023/7/6,17,延期 延期,部署1,社員,7:30,AAA-EXE-1-0,K事業,4:00
2023/7/6,17,延期 延期,部署1,社員,7:30,AAA-EXE-1-0,K事業,1:00
2023/7/6,17,延期 延期,部署1,社員,7:30,AAA-EXE-1-0,K事業,1:30
2023/7/6,4,尾藤 尾藤,部署1,社員,10:13,CCC-HPE-1-0,H事業,10:13
2023/7/6,7,聖来 聖来,部署1,社員,8:04,AAA-BOJ-1-0,AAA-常駐業務,8:04
2023/7/6,18,岩手 岩手,部署1,社員,4:00,AAA-HPY-1-0,G常駐業務,4:00
2023/7/6,36,三機 三機,部署1,社員,10:00,CCC-HPE-1-0,H事業,10:00
2023/7/6,30,壮太 壮太,部署1,社員,7:30,AAA-KSK-1-0,K業務,7:30
2023/7/6,34,関東 関東,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2023/7/6,3,横 横,部署1,社員,8:07,AAA-EXE-1-0,K事業,2:30
2023/7/6,3,横 横,部署1,社員,8:07,AAA-EXE-1-0,K事業,1:00
2023/7/6,3,横 横,部署1,社員,8:07,AAA-EXE-1-0,K事業,4:37
2023/7/6,27,蓮介 蓮介,部署1,社員,0:00,未入力,未入力,0:00
2023/7/6,55,夏 夏,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,8:00
2023/7/6,57,田中 田中,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,0:30
2023/7/6,57,田中 田中,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,1:00
2023/7/6,57,田中 田中,部署6,パートナー,8:00,CCC-HEX-5-1,H事業,6:30
2023/7/6,56,四国 四国,部署6,パートナー,8:00,CCC-FXL-2-0,G常駐業務,0:45
2023/7/6,56,四国 四国,部署6,パートナー,8:00,CCC-FXL-2-0,G常駐業務,7:15
2023/7/6,48,冬 冬,部署1,社員,8:05,AAA-MIX-1-0,L作業,8:05
2023/7/6,50,大分 大分,部署2,社員,8:05,AAA-JOPS-1-0,Y業務,8:05
2023/7/6,11,三佐 三佐,部署1,契約,0:00,未入力,未入力,0:00
2023/7/6,51,大阪 大阪,部署2,社員,0:00,未入力,未入力,0:00
2023/7/6,52,丘 丘,部署1,社員,8:00,AAA-MDDDN-1-0,L作業,8:00
2023/7/6,53,治 治,部署2,社員,7:30,AAA-EXE-1-0,K事業,7:30
2023/7/6,54,福井 福井,部署1,社員,9:05,DDD-1-0,L作業,1:00
2023/7/6,54,福井 福井,部署1,社員,9:05,CCC-HPE-1-0,H事業,4:30
2023/7/6,54,福井 福井,部署1,社員,9:05,DDD-1-0,L作業,3:35
2023/7/6,58,空 空,部署1,社員,8:00,AAA-MIX-1-0,L作業,8:00
2023/7/6,68,講師 講師,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/7/6,59,九州 九州,部署2,社員,8:00,DDD-1-0,L作業,8:00
2023/7/6,61,新潟 新潟,部署2,社員,8:05,DDD-1-0,L作業,8:05
2023/7/6,33,河川 河川,部署1,社員,7:36,AAA-EXE-1-0,K事業,0:30
2023/7/6,33,河川 河川,部署1,社員,7:36,AAA-EXE-1-0,K事業,3:00
2023/7/6,33,河川 河川,部署1,社員,7:36,AAA-EXE-1-0,K事業,2:00
2023/7/6,33,河川 河川,部署1,社員,7:36,AAA-EXE-1-0,K事業,2:00
2023/7/6,87,連多 連多,部署1,社員,0:00,未入力,未入力,0:00
2023/7/6,16,福岡 福岡,部署2,契約,0:00,未入力,未入力,0:00
2023/7/6,85,現部 現部,部署7,社員,0:00,未入力,未入力,0:00
2023/7/6,81,丸 丸,部署7,社員,0:00,未入力,未入力,0:00
2023/7/6,2,有働 有働,部署7,社員,0:00,未入力,未入力,0:00
2023/7/6,88,中部 中部,部署7,社員,0:00,未入力,未入力,0:00
2023/7/6,84,白 白,部署7,社員,0:00,未入力,未入力,0:00
2023/7/6,90,地面 地面,部署7,社員,0:00,未入力,未入力,0:00
2023/7/6,100,三重 三重,部署1,パートナー,0:00,未入力,未入力,0:00
2023/7/7,29,星 星,部署9,社員,12:00,CCC-HEX-7-1,H事業,4:30
2023/7/7,29,星 星,部署9,社員,12:00,DDD-1-0,L作業,2:00
2023/7/7,29,星 星,部署9,社員,12:00,CCC-ARM-1-0,K事業,0:30
2023/7/7,29,星 星,部署9,社員,12:00,DDD-6-0,Y業務,3:00
2023/7/7,29,星 星,部署9,社員,12:00,DDD-1-0,L作業,1:00
2023/7/7,29,星 星,部署9,社員,12:00,CCC-HEX-7-1,H事業,1:00
2023/7/7,26,北海道 北海道,部署3,社員,8:00,未入力,未入力,0:00
2023/7/7,21,山形 山形,部署8,社員,8:15,BBB-107,Y業務,2:00
2023/7/7,21,山形 山形,部署8,社員,8:15,BBB-101,Y業務,1:00
2023/7/7,21,山形 山形,部署8,社員,8:15,BBB-101,Y業務,5:15
2023/7/7,13,沖縄 沖縄,部署8,社員,8:02,BBB-106,Y業務,4:00
2023/7/7,13,沖縄 沖縄,部署8,社員,8:02,BBB-106,Y業務,1:00
2023/7/7,13,沖縄 沖縄,部署8,社員,8:02,BBB-104,Y業務,3:00
2023/7/7,37,京都 京都,部署8,社員,8:15,BBB-104,Y業務,1:00
2023/7/7,37,京都 京都,部署8,社員,8:15,BBB-104,Y業務,1:00
2023/7/7,37,京都 京都,部署8,社員,8:15,BBB-108,L作業,0:30
2023/7/7,37,京都 京都,部署8,社員,8:15,BBB-103,Y業務,2:30
2023/7/7,37,京都 京都,部署8,社員,8:15,BBB-105,Y業務,3:00
2023/7/7,31,愛媛 愛媛,部署2,社員,8:00,DDD-1-0,L作業,3:00
2023/7/7,31,愛媛 愛媛,部署2,社員,8:00,DDD-3-0,Y業務,2:00
2023/7/7,31,愛媛 愛媛,部署2,社員,8:00,DDD-2-0,Y業務,3:00
2023/7/7,10,真方 真方,部署3,社員,8:00,未入力,未入力,0:00
